,NAME,lat,lng,NTAName,spot_type
852,McCarron Paul Fine Prints & Drawings,40.77592685,-73.96278657,Upper East Side-Carnegie Hill,art_gallery
853,McGinnis Cheryl Gallery,40.75467997,-73.99214583,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
854,McKee Gallery,40.76323752,-73.97329467,Midtown-Midtown South,art_gallery
855,McKenzie Fine Art Inc,40.74943639,-74.00377141,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
856,Medialia Corp,40.75559932,-73.99314536,Clinton,art_gallery
857,Mehu Gallery,40.79479918,-73.96368099,Upper West Side,art_gallery
858,Meisel Louis K Gallery,40.72569434,-74.00047928,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
859,Meisel Susan P Decorative Arts,40.72576887,-74.00042049,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
860,Merrin Gallery,40.76275397,-73.97468953,Midtown-Midtown South,art_gallery
861,Merton Simpson Gallery Inc,40.7454474,-73.98965866,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
862,Messineo Atr Projects,40.74859961,-73.99393229,Midtown-Midtown South,art_gallery
863,Metro Art,40.71335896,-73.87450325,Middle Village,art_gallery
864,Metro Art and Frame,40.88604954,-73.91115651,Spuyten Duyvil-Kingsbridge,art_gallery
865,Metro Pictures,40.74895493,-74.00459373,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
866,Miakey Art Gallery,40.64025482,-74.00855558,Sunset Park East,art_gallery
867,Michael Werner Gallery,40.77524709,-73.96426209,Upper East Side-Carnegie Hill,art_gallery
868,Michail- Lombardo Gallery,40.76984146,-73.96654242,Upper East Side-Carnegie Hill,art_gallery
869,Michel Soskine Inc,40.77611498,-73.96069064,Upper East Side-Carnegie Hill,art_gallery
870,Michelle Rosenfeld Gallery,40.77625969,-73.96278905,Upper East Side-Carnegie Hill,art_gallery
871,Miele Frank J Gallery,40.77816985,-73.96106462,Upper East Side-Carnegie Hill,art_gallery
872,Miller Geisler Gallery Llc,40.74952855,-74.00402626,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
873,Miller Laurence Gallery Inc,40.76323165,-73.97553262,Midtown-Midtown South,art_gallery
874,Mimi Ferzt Inc,40.72369075,-74.00074603,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
875,Minetta Brook Inc,40.7194907,-74.00901738,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
876,Mip Art Realty Inc,40.72296988,-74.0002835,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
877,Mitchell Algus Gallery,40.74953975,-74.00378614,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
878,Mitchell-Innes & Nash,40.77599315,-73.96257961,Upper East Side-Carnegie Hill,art_gallery
879,Mixed Greens Gallery,40.75030913,-74.0038784,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
880,Mobile Concept Inc,40.76192417,-73.83095587,Flushing,art_gallery
881,Modern Art & Framing,40.76455537,-73.98032204,Midtown-Midtown South,art_gallery
882,Moeller Achim Fine Art Ltd,40.76627437,-73.96863603,Upper East Side-Carnegie Hill,art_gallery
883,Momenta Art Gallery,40.71150042,-73.96295355,North Side-South Side,art_gallery
884,Monalisa Art Gallery,40.78010875,-73.94665138,Yorkville,art_gallery
885,Montserrat Gallery Inc,40.7247167,-73.99692952,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
886,Mooney Robert J Arts Management,40.68908922,-73.99361475,Carroll Gardens-Columbia Street-Red Hook,art_gallery
887,Morales David,40.75539588,-73.99280898,Clinton,art_gallery
888,Morgan Art Consulting,40.7402545,-73.98578003,Gramercy,art_gallery
889,Morning Star Gallery Ltd,40.72992529,-73.85783326,Forest Hills,art_gallery
890,Naegele Amyas Bases & African Art,40.7544864,-73.99433591,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
891,Naiman Lee Fine Art,40.78834442,-73.96767395,Upper West Side,art_gallery
892,Nancy Hoffman Gallery Inc,40.72518023,-74.0010241,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
893,Nancy Margolis Gallery Inc,40.74964656,-74.00418365,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
894,Natalie Karg Ltd,40.75533811,-73.99266563,Clinton,art_gallery
895,Nathaniel Moore Llc,40.72031106,-74.00886383,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
896,Navarra Enrico,40.76250348,-73.97200032,Midtown-Midtown South,art_gallery
897,Neal Meltzer Fine Arts,40.76294039,-73.97241955,Midtown-Midtown South,art_gallery
898,Neikrug Marjorie Appraisals,40.76536882,-73.96625979,Upper East Side-Carnegie Hill,art_gallery
899,Neuhoff Gallery Inc,40.7624329,-73.97205775,Midtown-Midtown South,art_gallery
900,New Dorp Village Antiques Ltd,40.62843293,-74.11581755,New Brighton-Silver Lake,art_gallery
901,New York Art Expo Inc,40.70500032,-74.00960786,Battery Park City-Lower Manhattan,art_gallery
902,New York Art Gallery,40.77582842,-73.9497534,Yorkville,art_gallery
903,New York Gallery Tours,40.73459524,-74.00394434,West Village,art_gallery
904,Nexus Gallery Inc,40.73042494,-73.98394512,East Village,art_gallery
905,Nohra Haime Gallery,40.76237002,-73.9721042,Midtown-Midtown South,art_gallery
906,Nolan Eckman Gallery,40.72397829,-73.9977399,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
907,Northstar Research Associates Inc,40.78956299,-73.97484366,Upper West Side,art_gallery
908,Nyabinghi Africian Gift Shop,40.71523507,-74.00815285,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
909,O J Art Gallery,40.73488847,-73.9982901,West Village,art_gallery
910,O.K. Harris Gallery,40.72368862,-74.00207056,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
911,Object-Image,40.67984871,-73.97789833,Park Slope-Gowanus,art_gallery
912,Oditi Inc,40.78636482,-73.95084961,East Harlem South,art_gallery
913,Odyssia Gallery,40.76187475,-73.96269814,Lenox Hill-Roosevelt Island,art_gallery
914,Old Print Shop Inc,40.74367322,-73.98194844,Murray Hill-Kips Bay,art_gallery
915,Omniguard Art Guarantee,40.70893881,-74.01147224,Battery Park City-Lower Manhattan,art_gallery
916,One Twenty Eight,40.71980652,-73.98691303,Chinatown,art_gallery
917,Opera Gallery,40.72381494,-73.99994844,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
